"Scenario","Region","Variable_class","Sub_variable_class_1","Sub_variable_class_2","Sector","Units","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"FPS","EURA","Electricity generation","Coal","","Power","TWh",159.0423218,169.1620946,177.8112856,184.5132541,190.3707422,195.8167626,199.4399364,202.1395082,204.2739586,205.7234846,206.5205627,205.3567995,203.3988792,200.5241378,196.7353077,191.9627995,185.6260874,178.3699159,170.2187987,161.2476075,151.5836777,140.9892525,130.1342882,119.2267096,108.3783337,97.84680034,87.60987412,77.94691439,68.89643165,60.51183421,52.85115896
"FPS","GCC","Electricity generation","Coal","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","IND","Electricity generation","Coal","","Power","TWh",1125.063528,1158.225476,1181.406834,1191.074382,1197.766931,1201.88858,1204.776347,1204.156546,1203.176081,1201.874924,1200.329052,1197.616359,1190.288488,1181.35187,1171.413156,1161.197965,1156.189563,1142.67295,1119.949694,1087.575195,1045.957788,993.344396,933.9650121,869.5699938,802.2481782,733.6061396,663.9061306,595.7857035,531.1385892,470.0593545,413.4271812
"FPS","IDN","Electricity generation","Coal","","Power","TWh",168.3461911,189.2961108,209.7904726,229.3197965,249.3675918,269.9483777,287.3905174,304.5971666,321.7633699,338.5450662,354.5677894,365.2584786,374.4527507,381.6658129,386.4471415,388.3935403,385.5880097,379.4059034,369.7182348,356.5934926,340.3314064,320.2553642,298.2660861,274.9837404,251.0322737,227.0201691,202.8466235,179.5596113,157.7493781,137.6480135,119.3763633
"FPS","JPN","Electricity generation","Coal","","Power","TWh",298.642958,300.1156158,298.3042507,292.097969,284.1929793,274.677577,263.6239992,250.2738695,235.2268071,218.4343897,200.0110974,180.4917498,160.1719888,139.5935856,119.4953502,100.5221019,83.13578153,67.6715547,54.2882228,42.98560871,33.65526023,26.10798852,20.08755956,15.35242399,11.66555694,0,0,0,0,0,0
"FPS","MENA","Electricity generation","Coal","","Power","TWh",140.835485,150.8651371,159.8237314,167.3403898,174.7379799,181.8947283,188.4005672,194.6567391,201.097178,207.9089126,214.6136529,220.2782897,225.4922126,229.894929,233.158596,234.9914004,234.5645503,232.1400433,227.6127488,220.9114709,212.1447175,201.2536012,188.909241,175.5010806,161.4563732,147.1899322,132.8900647,118.9954542,105.7394116,93.31023058,81.83164435
"FPS","RUS","Electricity generation","Coal","","Power","TWh",153.3970113,161.9338882,169.2875293,174.9306642,179.8348032,184.4178024,188.3824011,191.8831478,195.1464776,198.0187311,200.8007089,201.056911,200.8097724,200.0740736,198.7487737,196.6795485,193.4319312,189.2505518,183.9783397,177.5002991,169.7442055,160.3819122,149.8879806,138.4482982,126.4454617,114.1750633,101.7793753,89.54935672,77.74323165,66.61430992,56.4120306
"FPS","SA","Electricity generation","Coal","","Power","TWh",17.99296725,19.60453028,21.0839828,22.38461869,23.66432908,24.94377369,26.15247464,27.2895742,28.38694572,29.42254261,30.38144292,30.83535733,31.20908423,31.48982818,31.66203223,31.7123622,31.62520714,31.41379462,31.07942474,30.61701582,30.02099727,29.25264238,28.35485084,27.32074184,26.15841324,24.88580285,23.46774644,21.934958,20.35102982,18.73813042,17.12508304
"FPS","ZAF","Electricity generation","Coal","","Power","TWh",207.5632671,216.1682503,221.9234236,223.9625176,223.59208,220.5579778,213.8419252,203.1557905,188.9957333,171.6006261,151.6785957,130.1510813,108.6260907,88.30834162,70.13368612,54.61274514,41.77163056,31.51874927,23.52553762,17.40624951,0,0,0,0,0,0,0,0,0,0,0
"FPS","SEAO","Electricity generation","Coal","","Power","TWh",395.6253606,416.6619456,434.2542501,447.3623537,459.5932839,471.2390123,481.242176,489.9998598,498.4532108,506.3347377,513.3361926,516.770307,518.7422344,518.5667357,515.8203772,510.1415629,500.6456469,487.6081824,471.0021529,450.8975904,427.6344293,401.3256483,373.0489724,343.5211747,313.4744876,283.6012048,254.2542085,226.2180854,199.877065,175.5041021,153.2505459
"FPS","KOR","Electricity generation","Coal","","Power","TWh",225.126011,230.3358971,232.7786862,231.6642332,228.7726489,224.1474782,217.6736933,209.056076,198.7287059,186.5055029,172.6251804,156.9745541,140.0406794,122.5795915,105.2551052,88.71736805,73.33726239,59.64056016,47.81707657,37.8781494,29.69370743,23.06205015,17.78573113,13.6298469,10.3857373,0,0,0,0,0,0
"FPS","SSA","Electricity generation","Coal","","Power","TWh",11.48363401,13.18944054,14.84262693,16.41058288,17.99895313,19.61296798,21.21070967,22.78932448,24.36587115,25.9212469,27.43562874,27.96900606,28.46501404,28.91908524,29.3220774,29.66644427,29.94303807,30.16819935,30.33374192,30.42517122,30.42274914,30.28859637,30.02087781,29.58895433,28.97906727,28.19459577,27.20504976,26.04641901,24.74088566,23.30909993,21.75572803
"FPS","GBR","Electricity generation","Coal","","Power","TWh",17.24415949,16.14578846,12.26126155,6.065869841,1.958164913,-0.047783987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","USA","Electricity generation","Coal","","Power","TWh",1134.871053,1143.899584,1133.018561,1094.621331,1034.011969,949.5125833,839.1144685,706.1827834,564.9490913,429.487743,312.0032803,218.4045157,148.7423827,99.28691953,65.41168975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","WEU","Electricity generation","Coal","","Power","TWh",369.349524,371.7244175,369.5594186,361.4114055,350.0080596,335.4089887,317.3611151,294.4601499,267.657005,237.5041923,205.3696945,173.0787168,141.9775455,113.3789924,88.3974518,67.51336234,50.6767353,37.48601888,27.40705968,19.85075926,0,0,0,0,0,0,0,0,0,0,0
"FPS","WORLD","Electricity generation","Coal","","Power","TWh",9767.129845,10101.82883,10324.16886,10396.4586,10409.91249,10363.31963,10176.00338,9919.843046,9631.243595,9323.10932,9008.370215,8568.615511,8133.347882,7703.59985,7276.326446,6806.638221,6379.424441,5933.727624,5467.886083,4980.070752,4427.508015,3903.221869,3361.333602,2806.699388,2244.593137,1656.519708,1493.959073,1336.036502,1186.236023,1045.695075,916.0297354
"FPS","AUS","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","BRA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","CAN","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","CHN","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7658994,293.2088749,498.5078883,704.1273662,909.1216463,911.693438,912.7881323,912.7935457,912.0412238,916.838869
"FPS","CSA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","EEU","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","EURA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","GCC","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","IND","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","IDN","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","JPN","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","MENA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","RUS","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","SA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","ZAF","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","SEAO","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","KOR","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","SSA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","GBR","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","USA","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","WEU","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","WORLD","Electricity generation","Coal CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7658994,293.2088749,498.5078883,704.1273662,909.1216463,911.693438,912.7881323,912.7935457,912.0412238,916.838869
"FPS","AUS","Electricity generation","Oil","","Power","TWh",4.51538704,4.58167598,4.594099873,4.537492709,4.439720059,4.294821992,4.096385746,3.834220624,3.517234878,3.151193534,2.749876985,2.334733411,1.929164982,1.553224131,1.222167612,0.94329241,0.716140754,0.536537643,0.397777213,0.292388015,0,0,0,0,0,0,0,0,0,0,0
"FPS","BRA","Electricity generation","Oil","","Power","TWh",12.37230025,12.84627393,13.18654681,13.35288146,13.4280192,13.40128489,13.20409797,12.87339016,12.42292235,11.8733991,11.18864009,10.32750293,9.376612098,8.366480004,7.335780292,6.3231838,5.355275915,4.465938131,3.672527125,2.982738225,2.396745931,1.906342797,1.504425482,1.179195321,0.918940466,0,0,0,0,0,0
"FPS","CAN","Electricity generation","Oil","","Power","TWh",5.062107148,5.028599653,4.82805671,4.377621294,3.670843534,2.768117318,1.858918806,1.119897038,0.625700586,0.334147301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","CHN","Electricity generation","Oil","","Power","TWh",11.02877609,11.71214475,12.28732587,12.70725757,13.05308587,13.30064936,13.24420581,13.04087649,12.69621257,12.19459409,11.5330443,10.62595231,9.614341595,8.533653938,7.426439944,6.340705784,5.29634552,4.351850856,3.524203822,2.817731662,2.229487895,1.744439485,1.354807705,1.04588511,0.803538933,0,0,0,0,0,0
"FPS","CSA","Electricity generation","Oil","","Power","TWh",100.2541,105.199972,109.1374358,111.579522,113.3456456,114.4183221,114.5898355,113.6607449,111.6619321,108.4989405,103.9663738,97.74613949,90.34399451,81.99133613,73.03821396,63.89102629,54.85194083,46.3105472,38.50513574,31.57953293,25.59511522,20.51640859,16.29978143,12.85200978,10.06773935,0,0,0,0,0,0
"FPS","EEU","Electricity generation","Oil","","Power","TWh",3.483934245,3.534182207,3.545380187,3.504365106,3.429926634,3.321505127,3.170716788,2.971152002,2.729010238,2.448528582,2.142531118,1.824009005,1.511372574,1.219287393,0.95938222,0.738389543,0.557438669,0.414424838,0.30431637,0.221167157,0,0,0,0,0,0,0,0,0,0,0
"FPS","EURA","Electricity generation","Oil","","Power","TWh",2.251979947,2.374812353,2.474802584,2.544174526,2.592672727,2.623086117,2.613331634,2.573017145,2.50371819,2.402544226,2.270373052,2.096694861,1.901222828,1.691129159,1.476075338,1.264992514,1.062629534,0.879296327,0.718017255,0.579698465,0.463602178,0.366830726,0.288472613,0.225762643,0.175896912,0,0,0,0,0,0
"FPS","GCC","Electricity generation","Oil","","Power","TWh",179.5330148,184.8795483,188.6964163,190.377882,190.7641384,190.6307813,189.7537396,188.0823254,186.0475079,184.1445805,181.7837188,178.6791824,175.1691537,171.1787029,166.6880998,161.6696553,155.8882871,149.5711563,142.7087331,135.3236217,127.4903956,119.0622848,110.3576057,101.493238,92.60094013,83.83032667,75.20514565,66.95321406,59.17523567,51.94231986,45.30816086
"FPS","IND","Electricity generation","Oil","","Power","TWh",7.666676006,8.23698165,8.741483985,9.15595867,9.527192806,9.847760669,10.04142269,10.13802176,10.13349389,9.999647693,9.72749936,9.219300404,8.593480574,7.867482223,7.071198241,6.241187527,5.39836197,4.594366992,3.853150396,3.189027392,2.609139326,2.10799525,1.688626265,1.342991157,1.061975678,0,0,0,0,0,0
"FPS","IDN","Electricity generation","Oil","","Power","TWh",15.81251442,17.62330829,19.36430056,20.97087049,22.5255644,23.98634536,24.98047322,25.71953799,26.16103184,26.22707367,25.85705336,24.73843818,23.21813426,21.35203186,19.23366922,16.97808514,14.64239844,12.40690806,10.34532311,8.504095191,6.904637528,5.527413283,4.385938639,3.454071841,2.702658255,0,0,0,0,0,0
"FPS","JPN","Electricity generation","Oil","","Power","TWh",46.143959,46.17247362,45.76143427,44.76038751,43.51407417,42.03216309,40.32242495,38.28046516,35.97895224,33.41047975,30.59255791,27.60698971,24.49899485,21.35143953,18.27732795,15.37528799,12.71597549,10.35065546,8.303617259,6.574833803,5.147716857,3.993329176,3.072478664,2.348219304,1.784297126,0,0,0,0,0,0
"FPS","MENA","Electricity generation","Oil","","Power","TWh",132.3760145,141.14379,149.0950112,155.9404253,162.7168153,169.2998706,175.2986362,181.1197355,187.1122873,193.4503138,199.6887867,204.9594879,209.8108192,213.9073578,216.9440598,218.6494056,218.2522398,215.9963403,211.7838872,205.5486359,197.3915484,187.2578324,175.7719354,163.296218,150.228221,136.9539103,123.6484978,110.7201594,98.38598117,86.82116202,76.14083052
"FPS","RUS","Electricity generation","Oil","","Power","TWh",6.973174918,7.327604492,7.638271288,7.884389257,8.099452381,8.301684458,8.477213345,8.634747044,8.781596974,8.910848464,9.036037543,9.047566646,9.036445402,9.003338936,8.943700401,8.850585211,8.704442338,8.51628015,8.279030457,7.987518449,7.638494016,7.217190557,6.744963338,6.230177311,5.690049332,5.137881059,4.580074749,4.029723569,3.498447609,2.997645819,2.538542963
"FPS","SA","Electricity generation","Oil","","Power","TWh",52.28866229,56.47809254,60.21952011,63.34041691,66.14052262,68.57497422,70.33121475,71.2920602,71.40753428,70.52135523,68.54807293,64.61421305,59.87126307,54.50462316,48.75486209,42.8896403,37.15601937,31.78242141,26.90625551,22.59043844,18.84391224,15.62060063,12.90010203,10.61754086,8.713247937,0,0,0,0,0,0
"FPS","ZAF","Electricity generation","Oil","","Power","TWh",0.167773535,0.173943521,0.178061384,0.179504741,0.17907304,0.176548987,0.171105881,0.162555357,0.15122517,0.137306453,0.121365816,0.104140549,0.086917301,0.070660029,0.056117556,0.043698456,0.033423622,0.025219766,0.018823988,0.013927632,0,0,0,0,0,0,0,0,0,0,0
"FPS","SEAO","Electricity generation","Oil","","Power","TWh",13.34820548,13.93863408,14.40231466,14.69878786,14.91479348,15.04161661,15.02564172,14.86190154,14.55739901,14.09003887,13.44691803,12.57218155,11.55375148,10.4208159,9.221714207,8.010295502,6.82904956,5.727585552,4.734097532,3.862546617,3.11639601,2.488075538,1.970451022,1.549954623,1.212285457,0,0,0,0,0,0
"FPS","KOR","Electricity generation","Oil","","Power","TWh",11.47017645,11.68404094,11.77394156,11.70486415,11.54977351,11.30991228,10.97866397,10.54402291,10.02314818,9.406654586,8.706581948,7.917221668,7.063139041,6.182465711,5.308682065,4.474579162,3.698862955,3.008051451,2.411718237,1.910435147,1.497641865,1.163165357,0.897047147,0.687439565,0.523818557,0,0,0,0,0,0
"FPS","SSA","Electricity generation","Oil","","Power","TWh",21.64771673,24.64114432,27.49332282,30.11686661,32.62907014,34.97491845,37.00143267,38.61925301,39.75898827,40.30179128,40.15408951,38.01754936,35.42230424,32.46950092,29.28882122,26.02659288,22.82021207,19.79903314,17.03469215,14.56206092,12.38717936,10.49155318,8.859662467,7.459145562,6.261539007,0,0,0,0,0,0
"FPS","GBR","Electricity generation","Oil","","Power","TWh",1.061651387,1.049753622,1.006287237,0.913584557,0.767656975,0.581495262,0.392910957,0.238749393,0.1347459,0.072702379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","USA","Electricity generation","Oil","","Power","TWh",40.10229795,39.75128595,38.10606031,34.50129769,28.87444028,21.75722189,14.57595225,8.756123758,4.878540284,2.595482305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","WEU","Electricity generation","Oil","","Power","TWh",47.84861119,47.9594495,47.54262314,46.44373143,44.94239882,43.04228759,40.70753167,37.77005218,34.33204475,30.46437943,26.34252573,22.20060054,18.2112904,14.54298812,11.3386357,8.659858454,6.500244387,4.808286926,3.515470852,2.546233211,0,0,0,0,0,0,0,0,0,0,0
"FPS","WORLD","Electricity generation","Oil","","Power","TWh",715.4090333,746.3377117,770.0726966,783.5922818,791.1048799,793.6853676,790.8358562,784.2928496,775.6152269,764.6360017,747.856047,724.631904,697.2124022,666.2065178,632.5849475,597.3704618,560.4792884,523.5449005,487.0167773,451.0866308,413.7120124,379.4634618,346.0962979,313.7818491,282.7451481,225.9221181,203.4337182,181.7030971,161.0596645,141.7611277,123.9875343
"FPS","AUS","Electricity generation","Natural gas","","Power","TWh",51.91504867,52.17832326,52.21859536,51.99895904,51.65799085,51.19687947,50.60705212,49.86530911,48.98777345,47.93442909,46.65096539,45.09337645,43.21446372,40.96371783,38.35407295,35.43804643,32.26957857,28.95612373,25.61227096,22.34065287,19.23264471,16.35727948,13.7587199,11.45926223,9.462633298,7.754761531,6.313276299,5.109660257,4.1169787,3.305244805,0
"FPS","BRA","Electricity generation","Natural gas","","Power","TWh",55.76353592,57.16565087,58.28872032,59.05631327,59.59414833,59.87356788,59.60877397,59.04147196,58.17791881,57.12222817,55.67980731,53.56229017,51.07309774,48.21480329,45.02240885,41.54976907,37.81812232,33.9660338,30.10101161,26.32899997,22.74845731,19.41244627,16.39440025,13.71547097,11.37882627,9.370997625,7.661369069,6.228315334,5.03970108,4.061170422,0
"FPS","CAN","Electricity generation","Natural gas","","Power","TWh",54.04561852,53.60484816,52.531224,50.59115897,47.72228361,43.743524,38.66794156,32.63545635,26.18136834,19.97915055,14.58056366,10.27120008,7.039590582,4.726608273,3.127861789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","CHN","Electricity generation","Natural gas","","Power","TWh",237.4922762,248.9082143,259.395592,268.4190062,276.7051604,283.8748419,285.6601693,285.7546745,284.0736247,280.2978324,274.2121519,263.3018984,250.2004667,234.9605586,217.7636575,199.0640004,178.6967844,158.1351647,138.0064594,118.8341252,101.1014507,84.87064333,70.53827384,58.12075874,47.53782763,38.60543432,31.10466095,24.94905445,19.94144504,15.89591436,0
"FPS","CSA","Electricity generation","Natural gas","","Power","TWh",364.6257533,377.6897772,389.2155351,398.1514907,405.8717593,412.4783343,417.4388744,420.6492183,421.9732224,421.2121734,417.5020957,409.0804905,397.0917663,381.2860612,361.724479,338.7801969,312.5758732,284.2218036,254.6713445,224.9418538,196.0344433,168.5877257,143.3349096,120.6261228,100.5975485,83.22981907,68.34617747,55.78717137,45.3040697,36.63227351,0
"FPS","EEU","Electricity generation","Natural gas","","Power","TWh",43.39821465,43.5300399,43.46404639,43.13691243,42.61321369,41.9229613,40.99444544,39.80529653,38.34563242,36.57685899,34.50745329,32.09204889,29.36593723,26.36285976,23.17655029,19.94504327,16.80477516,13.89353274,11.29474014,9.04474914,7.150570438,5.589596364,4.330067389,3.329150124,2.543966696,0,0,0,0,0,0
"FPS","EURA","Electricity generation","Natural gas","","Power","TWh",166.2556348,173.4174577,180.0542786,185.9827066,191.2854242,196.3380459,199.6780166,202.380811,204.5178095,205.9690658,206.7670954,205.601943,203.6416855,200.7635123,196.9701593,192.1919539,185.8476775,178.5828439,170.4219964,161.4400959,151.7646298,141.1575576,130.2896353,119.3690358,108.5077097,97.96360438,87.7144579,78.03996306,68.97867636,60.58406986,52.91424972
"FPS","GCC","Electricity generation","Natural gas","","Power","TWh",491.9606389,499.3761562,504.8921743,507.5714385,507.3170229,506.0533778,503.0738162,498.6425743,493.2478799,488.2028518,481.9437515,473.7130258,464.4072619,453.8278059,441.9223496,428.6174839,413.2899601,396.5420262,378.3484168,358.7690599,338.0016646,315.6571149,292.5793292,269.0781781,245.5029789,222.2503885,199.3833676,177.505903,156.8849799,137.709123,120.1206861
"FPS","IND","Electricity generation","Natural gas","","Power","TWh",74.33317662,78.96782635,83.4974593,87.87560531,92.2932834,96.7929976,100.7615189,104.7233674,108.7097821,112.584612,116.34538,118.7281437,120.8833508,122.6612836,123.922068,124.5312095,123.9940898,122.5445176,120.1075908,116.6356284,112.1724223,106.5299654,100.1618984,93.25593595,86.03609285,78.67466409,71.19977464,63.89428546,56.96128732,50.41092191,44.337476
"FPS","IDN","Electricity generation","Natural gas","","Power","TWh",65.26972905,71.88312139,78.69926139,85.64431174,92.86816944,100.3534891,106.7174429,113.1068312,119.4812006,125.7127901,131.6625481,135.6323486,139.0464808,141.7249253,143.500388,144.2231492,143.1813645,140.8857474,137.2884011,132.4147576,126.3761163,118.921229,110.7558952,102.1104032,93.21644495,84.29996979,75.32354639,66.67632162,58.57747291,51.11318272,44.32832494
"FPS","JPN","Electricity generation","Natural gas","","Power","TWh",347.8158282,343.245045,336.9929634,328.4351174,318.4422297,306.9916272,294.0603491,279.1688983,262.3845979,243.6534348,223.1031063,201.330179,178.6644277,155.7101729,133.2915231,112.1277443,92.73410999,75.48448191,60.55599565,47.94845364,37.54088247,29.12225079,22.4067414,17.12491719,13.01238793,0,0,0,0,0,0
"FPS","MENA","Electricity generation","Natural gas","","Power","TWh",700.0420831,735.2840567,769.4159808,801.9093966,834.7613766,867.1483381,896.9097018,926.6931646,957.3538589,989.7821627,1021.701104,1048.668473,1073.49015,1094.449955,1109.98714,1118.712486,1116.680401,1105.138165,1083.585287,1051.682829,1009.94736,958.0985354,899.3313215,835.4997243,768.6377476,700.7201741,632.6434689,566.4960511,503.388634,444.2176175,389.572053
"FPS","RUS","Electricity generation","Natural gas","","Power","TWh",474.9572762,491.7882954,507.8168131,522.3186072,535.2567989,547.7050712,558.6405239,569.021849,578.6991237,587.2166774,595.466522,596.2262792,595.4933996,593.311714,589.3815897,583.2453848,573.6147045,561.2149902,545.5804547,526.3700829,503.3696953,475.6061868,444.4868496,410.5629262,374.9689916,338.5816128,301.8226926,265.5550585,230.5444638,197.5420887,167.2876348
"FPS","SA","Electricity generation","Natural gas","","Power","TWh",119.1189591,127.209318,135.1407604,142.827655,150.5393358,158.3653029,165.8232227,173.0331527,179.9911819,186.5575209,192.6375551,195.5156594,197.8853242,199.6654183,200.7573009,201.0764247,200.5238065,199.1833175,197.0632011,194.1312362,190.3521018,185.480246,179.7876801,173.2307753,165.8608771,157.7917227,148.8003486,139.0815008,129.0383949,118.811593,108.5838529
"FPS","ZAF","Electricity generation","Natural gas","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FPS","SEAO","Electricity generation","Natural gas","","Power","TWh",386.7418083,399.5284463,411.2940594,421.7484998,431.8929329,441.8659946,450.5626042,458.7619786,466.6764217,474.0554951,480.6106017,483.8257885,485.672004,485.5076935,482.9364175,477.6196322,468.7290883,456.5227726,440.9753907,422.15251,400.3723939,375.7408187,349.2668034,321.6214263,293.4902394,265.5214022,238.0453003,211.7965023,187.134743,164.3155759,143.4807016
"FPS","KOR","Electricity generation","Natural gas","","Power","TWh",141.5526576,142.1613644,141.9102783,140.5737289,138.354099,135.2283013,131.0849276,125.895326,119.6760969,112.3151814,103.9563345,94.53139576,84.33367412,73.81846024,63.385509,53.42634468,44.16431578,35.91604658,28.7958454,22.81053992,17.88180018,13.88816043,10.71071677,8.208008357,6.254378289,0,0,0,0,0,0
"FPS","SSA","Electricity generation","Natural gas","","Power","TWh",57.74042722,64.92350936,72.18219996,79.46150191,86.9154409,94.54909016,102.1434002,109.74546,117.3375604,124.827709,132.1204452,134.6890049,137.0776068,139.2642557,141.2049258,142.8632768,144.1952564,145.2795548,146.0767502,146.5170419,146.505378,145.859345,144.5701055,142.4901122,139.5531083,135.7753664,131.010057,125.4304943,119.1434998,112.2485178,104.768019
"FPS","GBR","Electricity generation","Natural gas","","Power","TWh",134.4682019,133.4515095,131.868506,129.4470119,126.0965422,121.810721,116.4042112,109.561981,101.1334892,91.17145353,80.08615915,68.43433667,56.83411211,45.83980511,35.99479623,27.612847,20.7690416,15.36773613,11.22352582,8.112549858,0,0,0,0,0,0,0,0,0,0,0
"FPS","USA","Electricity generation","Natural gas","","Power","TWh",1422.939454,1415.617362,1398.882596,1369.490302,1328.736417,1276.837511,1209.737058,1125.664547,1025.767233,911.8172935,788.9267299,663.6275436,543.2620748,433.3951788,338.218042,259.2582447,195.7474199,145.9837659,107.7826904,78.91682629,0,0,0,0,0,0,0,0,0,0,0
"FPS","WEU","Electricity generation","Natural gas","","Power","TWh",433.1901992,429.5107011,423.7901078,415.6819181,405.9632684,394.958037,382.5976273,367.8438651,350.6794762,330.8213316,308.4204191,283.9455907,257.2248888,228.5809454,199.1213692,170.0435559,142.4509136,117.1810075,94.84935236,75.6961879,59.6886977,46.61300172,36.09710801,27.75959385,21.21858246,0,0,0,0,0,0
"FPS","WORLD","Electricity generation","Natural gas","","Power","TWh",5823.626522,5939.441023,6031.551152,6090.321642,6124.886898,6138.088014,6111.171678,6051.995233,5963.395252,5847.810252,5706.880789,5517.871016,5315.901763,5105.035735,4889.762609,4670.326794,4444.087283,4214.999632,3982.340725,3745.088181,3440.240708,3207.492103,2968.800455,2727.561802,2487.780341,2220.539917,1999.368498,1786.550282,1585.054347,1396.847293,1175.392998
"FPS","AUS","Electricity generation","Natural gas CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.672907193,10.29658239,15.22485508,19.51402645,26.80810146,29.00825827,30.99410064,32.74958142,34.27549498,35.57364567,36.65554186,37.53135648,38.24146347,38.81359507,40.59206367
"FPS","BRA","Electricity generation","Natural gas CCS","","Power","TWh",0,0,0,0,0,0,0,0,0,0,1.271934823,4.554029804,8.276030843,12.39355999,16.8378011,21.51918315,26.2977192,31.07377075,35.73810429,40.19516356,44.37791579,48.18864342,51.64042843,54.71770302,57.42610079,60.79800397,62.53197172,64.00237714,65.24225777,66.26559413,68.72318773
